title,SJR Best Quartile,source_id
Korean Journal of Veterinary Research,Q4,S4210170489
Korean Language in America,Q3,S4210208463
Malaysian Journal of Science,Q3,S2764819699
Medicinal Plants - International Journal of Phytomedicines and Related Industries,Q4,S2764880231
Mind and Matter,Q2,S4390963346
Monumenta Serica,Q1,S29534538
Muzikologija,Q2,S44300029
New Zealand Journal of Medical Laboratory Science,Q4,S2764947299
Open Sports Sciences Journal,Q4,S57573801
Organizatsionnaya Psikhologiya,Q4,
Pediatric Hematology Oncology Journal,Q4,S15952725
Plastic and Aesthetic Nursing,Q4,S4387278722
Pouvoirs: Revue d'Etudes Constitutionnelles et Politiques,Q3,
Progresos en Obstetricia y Ginecologia,Q4,
Revista Argentina de Ciencias del Comportamiento,Q3,S2738645507
Revista de Literatura Medieval,Q1,S4210203373
Revista de Poetica Medieval,Q1,
Scientia Medica,Q4,S4210209668
SCMS Journal of Indian Management,Q4,S12767827
Sojourn,Q3,
Thaiszia Journal of Botany,Q4,S4210204197
University Library at a New Stage of Social Communications Development. Conference Proceedings,-,S4210201396
Advances in Econometrics,Q4,S4210230121
Advances in Military Technology,Q4,S2736480853
Alpha,Q3,S53519970
Ankara Universitesi Eczacilik Fakultesi Dergisi,Q3,S4210194989
Anthropological Journal of European Cultures,Q2,S131365115
Atlas of Genetics and Cytogenetics in Oncology and Haematology,Q4,S2764955792
Carbohydrate Chemistry,Q4,S207432870
China's Refractories,Q4,S4306506050
Chinese Literature Today,Q1,S4210172295
Complex Issues of Cardiovascular Diseases,Q4,S4210185155
Dalian Ligong Daxue Xuebao/Journal of Dalian University of Technology,Q4,
E-Journal of Dokuz Eylul University Nursing Faculty,Q4,
Erasmus Law Review,Q3,S2764737098
Ernahrungs Umschau,Q4,
Finance and Development,Q4,S2764495835
Gayana,Q4,S116585955
Geosfernye Issledovaniya,Q4,S4210205723
Horticultura Argentina,Q4,
IBIMA Business Review,Q4,S4210219773
International Journal of Arts and Technology,Q2,S86116553
"Journal for the Philosophy of Language, Mind and the Arts",Q2,S4210239202
Journal of Accounting Review,Q4,S2764465082
Journal of Agricultural Sciences (Belgrade),Q4,S2764934374
Journal of Cultural Marketing Strategy,Q4,
Journal of Heat and Mass Transfer Research,Q4,
Journal of Medical Education Development,Q4,S2737758398
Journal of Natural Remedies,Q4,S2764727456
Journal of Nephropathology,Q4,S2764606108
Journal of Special Education Leadership,Q4,S2764633391
Keikinzoku/Journal of Japan Institute of Light Metals,Q4,
Kinematics and Physics of Celestial Bodies,Q4,S145370212
Lejana,Q1,S4210171779
Maejo International Journal of Science and Technology,Q4,S58706792
Malaysian Online Journal of Educational Management,Q4,S4210227976
Molekulyarnaya Biologiya,Q4,S4306520157
Norsk Lingvistisk Tidsskrift,Q3,S4306520974
Open Biochemistry Journal,Q4,S170372388
Open Respiratory Archives,Q4,S4210236377
Paediatrica Indonesiana,Q4,S2738216765
Pferdeheilkunde,Q4,S76811283
Progress in Plant Protection,Q4,S2764924460
Revista Portuguesa de Educacao,Q4,
Revue Roumaine de Chimie,Q4,S148954703
Studia Romanica Posnaniensia,Q1,S4210228915
Studies in American Jewish Literature,Q1,S2764772712
Translation Matters,Q1,S4210216725
Transplantation Reports,Q4,S2764576120
Tydskrif vir Letterkunde,Q1,S175895065
UCJC Business and Society Review,Q4,
Veritas,Q2,S198995136
Vlaams Diergeneeskundig Tijdschrift,Q4,S356733
Wiadomosci Lekarskie,Q4,
"Women, Gender and Research",Q3,
Women's Studies,Q3,S2764660481
Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,Q4,
Zhurnal Nevrologii i Psikhiatrii imeni S.S. Korsakova,Q4,
Ab Imperio,Q2,S4210172608
Acta Baltica Historiae et Philosophiae Scientiarum,Q2,S2738353918
Advanced Series in Management,Q4,S4210179065
Aesthetic Medicine,Q4,S4210200874
African Journal of Biological Sciences (South Africa),Q4,
AIP Conference Proceedings,-,S2764696622
Antarctic Record,Q4,S4306502376
Asia Pacific Disability Rehabilitation Journal,Q4,
Asian Journal of Ophthalmology,Q4,S2764505786
Borneo Journal of Resource Science and Technology,Q4,S4210222842
Chinese Journal of Pediatric Surgery,Q4,
Chinese Journal of Ultrasonography,Q4,S2764582408
Costume,Q2,S2764812034
Current Trends in Biotechnology and Pharmacy,Q3,S35776942
Eastern Journal of Medicine,Q4,S2765070564
Ekonomski Pregled,Q4,S4210168315
Electronics and Communications in Japan,Q4,S4210181834
Eos,Q4,S168828829
Estudios de Literatura Colombiana,Q1,S4210196465
Estudios Latinoamericanos,Q1,S2737262685
European Journal of Government and Economics,Q4,S2738808782
Face,Q4,S96331937
Film History: An International Journal,Q2,
Finance India,Q4,
Frontiers in Diabetes,Q4,S2764443867
Hawwa,Q2,S71654957
International Journal of Information Science and Management,Q3,S2764696585
International Journal of Nanoparticles,Q4,S158809845
International Labor and Working-Class History,Q2,S109108137
Journal of Contemporary Eastern Asia,Q3,S2764694153
Journal of Contextual Economics-Schmollers Jahrbuch,Q4,S4210171053
"Journal of Emergency Medicine, Trauma and Acute Care",Q4,
Journal of European Periodical Studies,Q1,S4210176679
Journal of Family History,Q3,S22422391
Kardiologie,Q4,S136144828
Kritika i Semiotika,Q1,
Malaysian Journal of Nursing,Q4,S4210208807
Modern Drama,Q1,S195579742
Pakistan Journal of Information Management and Libraries,Q3,S2738121430
Paliva,Q4,S4210229852
PDA Journal of Pharmaceutical Science and Technology,Q3,S21493941
Proceedings of SPIE - The International Society for Optical Engineering,-,S183492911
Proceedings of the Institution of Civil Engineers: Forensic Engineering,Q4,S4210190133
Proceedings of the International Conference on Virtual Learning,-,S4393917778
"Proceedings of the National Academy of Sciences of Belarus, Medical Series",Q4,S4210192431
Przeglad Nauk Historycznych,Q2,
Renewable Energy and Power Quality Journal,Q4,S2765062994
Revista MVZ Cordoba,Q4,
Revue de Geographie Alpine,Q4,S58812326
Revue Francaise d'Allergologie,Q4,
Scientific Horizons,Q4,S4210202001
Sjuttonhundratal,Q2,
Slovenscina 2.0,Q3,
Sociolinguistic Studies,Q3,S100619888
Southwestern Naturalist,Q4,S193249117
Studies in Polish Linguistics,Q3,S4210168392
Studies on Ethno-Medicine,Q2,S4210210336
Surgical Practice,Q4,S101670428
Turkish Journal of History,Q2,S4306531581
Ukrainian Biochemical Journal,Q4,S2738255883
Veredas do Direito,Q3,S2736394884
Yaoxue Xuebao,Q3,S2753569916
Zeitschrift fur Literaturwissenschaft und Linguistik,Q1,
Acta Horticulturae,Q4,S4210196743
Acta Theologica,Q2,S79873615
Agrokemia es Talajtan,Q4,
Anaesthesia and Intensive Care Medicine,Q4,S148355361
Analitika i Kontrol,Q4,
Annales Mathematiques Blaise Pascal,Q4,
Applied Economics Quarterly,Q4,S11647023
Approaching Religion,Q2,S2739323565
Archaeologia Bulgarica,Q3,
Archivos de Historia del Movimiento Obrero y la Izquierda,Q2,S4210194695
Asia-Pacific Journal of Molecular Biology and Biotechnology,Q4,S176091581
Association of Canadian Map Libraries and Archives Bulletin,Q4,S4210174027
Byzantine and Modern Greek Studies,Q1,S165253525
Cailiao Rechuli Xuebao/Transactions of Materials and Heat Treatment,Q4,
Cidades,Q3,S4306475185
Ciencia y Enfermeria,Q4,
Cognitive Semantics,Q3,S4210197614
Contemporary Music Review,Q2,S2479190
Cuadernos de Economia (Colombia),Q3,
Cultural Dynamics,Q2,S53992092
El-Cezeri Journal of Science and Engineering,Q4,
Energy Environment Efficiency Resources Globalization,Q4,S4210192413
"Enfances, Familles, Generations",Q3,
Estudos Historicos,Q1,
European Competition and Regulatory Law Review,Q3,S4210194547
"European Studies: The Review of European Law, Economics and Politics",Q3,S4393917749
Food and Fermentation Industries,Q4,S2764613038
Forum Geografic,Q4,S4210201863
Gallia Prehistoire,Q3,
Hyle,Q3,S951423404
Indian Journal of Transplantation,Q4,S2764609069
International Human Rights Law Review,Q3,S4210238233
International Journal of Academic Medicine,Q4,S4210239595
International Journal of Advanced and Applied Sciences,Q4,S2764543827
International Journal of Enterprise Network Management,Q4,S142092826
International Journal of Learning in Higher Education,Q4,S2765060269
International Journal of Pharmaceutical Quality Assurance,Q3,S4210219243
International Journal of Systematic Innovation,Q4,S4306514071
Iranian Journal of Veterinary Surgery,Q4,S2764488323
Iranian Studies,Q1,S97342212
Iraqi National Journal of Earth Science,Q4,S4210238695
Journal of International Special Needs Education,Q4,S4210174228
Journal of Research on Christian Education,Q2,S167879761
Journal of Scandinavian Cinema,Q2,S2764661127
Journal of Sociology and Social Welfare,Q3,S4210188665
Journal of the Operations Research Society of Japan,Q4,S170775339
Journal of the Zhejiang University - Agriculture and Life Science,Q4,
Kepes,Q2,S4210177208
Korean Journal of Environmental Agriculture,Q4,S2911711721
Library Leadership and Management,Q3,S2764825800
Literature Compass,Q1,S188110670
Macedonian Veterinary Review,Q4,S2764596584
Mathematics for Applications,Q4,S4210210029
Medsurg nursing : official journal of the Academy of Medical-Surgical Nurses,Q4,
Mundo Agrario,Q2,S4210240727
Novum Testamentum,Q1,S103992557
Nutrition Clinique et Metabolisme,Q4,S33589681
Pediatric Infection and Vaccine,Q4,
Psicologia della Salute,Q4,S4210176794
Research Results in Pharmacology,Q3,S4210169204
Revista Brasileira de Cartografia,Q4,S2736987556
Revista Opiniao Juridica,Q3,
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial",Q4,
Revue Des Sciences De L'Eau,Q4,
"Romanian Journal of Diabetes, Nutrition and Metabolic Diseases",Q4,S4210219880
"Rural History: Economy, Society, Culture",Q2,
Science and Technology Asia,Q4,S2764789172
"Scientific and Technical Journal of Information Technologies, Mechanics and Optics",Q4,S2738455068
Soins; la revue de reference infirmiere,Q4,
Sotsiologicheskie issledovaniia,Q3,
Springer Proceedings in Business and Economics,-,S4210210199
Thailand and the World Economy,Q4,
Vestnik Rossiiskoi Akademii Meditsinskikh Nauk,Q4,
Victorian Studies,Q1,S40751556
Web Intelligence,Q4,S4210183871
World Construction Symposium,-,S4306499196
Yearbook of Polar Law,Q3,S4210179398
Zhenkong Kexue yu Jishu Xuebao/Journal of Vacuum Science and Technology,Q4,
American Journal of Biochemistry and Biotechnology,Q4,S172873562
Aries,Q2,S205961224
ARPN Journal of Engineering and Applied Sciences,Q4,S2764656493
Astronomical and Astrophysical Transactions,Q4,S4210179431
Bio-Medical Engineering,Q4,S5240358
Biotropia,Q4,S2764614200
China Tropical Medicine,Q4,S2764979187
Chinese Journal of Engineering Design,Q4,
Chinese Journal of Pathology,Q4,S3012680410
Chinese Journal of Practical Nursing,Q4,
Cuadernos de Linguistica Hispanica,Q3,
Cuhso,Q2,S4210182066
Current Issues in Linguistic Theory,Q3,S4210203166
"Drawing: Research, Theory, Practice",Q2,S4210196709
Drugs of the Future,Q4,S154339661
Equilibrium Research,Q4,S175079695
Ethiopian Journal of Reproductive Health,Q4,S4306509992
Folklore,Q2,S162384186
Funtai Oyobi Fummatsu Yakin/Journal of the Japan Society of Powder and Powder Metallurgy,Q4,
Geneses,Q2,S4306511230
Geology and Mineral Resources of Siberia,Q4,S4210190430
Indian Journal of Mathematics,Q4,S4210202880
International Journal of Climate Change: Impacts and Responses,Q4,S2764701044
International Journal of Media and Cultural Politics,Q2,S136193619
IWMI Working Papers,Q4,
"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika",Q4,S4210208438
Journal of Environmental and Earth Sciences,Q4,S4210218648
Journal of Health Administration,Q4,S2764453167
Journal of Himalayan Earth Sciences,Q4,
Journal of ICT Research and Applications,Q4,S2737923994
Journal of Medieval History,Q2,S70122655
Journal of Popular Culture,Q1,S134363990
Journal of Public Finance and Public Choice,Q4,S4210173397
Journal of the Chinese Cereals and Oils Association,Q4,
Laboratory Diagnostics. Eastern Europe,Q4,
L'Annee Sociologique,Q4,
Magnificat Cultura i Literatura Medievals,Q1,S2737114592
Mediaevalia Historica Bohemica,Q2,S4387286452
MolBank,Q4,S51894404
Notizie di Politeia,Q3,S4363605941
Open Theology,Q2,S2738593635
Proceedings of the International Conference on Mine Closure,-,S4363609021
Qualitative Sociology Review,Q4,S2764409606
Renaissance Studies,Q1,S37879103
"Review of Clinical Pharmacology and Pharmacokinetics, International Edition",Q4,S4389158278
Revista Brasileira de Educacao Especial,Q4,
Revista Brasileira de Geofisica,Q4,
Revista Cubana de Ortopedia y Traumatologia,Q4,
Revista Espanola de Patologia,Q4,
Revue de Philosophie Economique,Q3,
Stilistica e Metrica Italiana,Q1,S4306530905
Studia Ecologiae et Bioethicae,Q3,S4210198138
Studies in Chinese Religions,Q2,S4210208910
Studies in Theatre and Performance,Q2,S153509318
Synergies Europe,Q3,S2739151706
Teorema,Q3,S4306531837
University of Illinois Law Review,Q3,S54491323
Veterinarski Glasnik,Q4,S4210202794
Zeitschrift des Deutschen Palastina-Vereins,Q2,
Acta Musicologica,Q2,S198211640
Acta Phlebologica,Q4,S4210178966
Advances in Health Care Management,Q4,S2764905288
Akademik Gida,Q4,S4306501254
Alberta Journal of Educational Research,Q4,S60214879
Allgemeine Vermessungs-Nachrichten,Q4,
American Review of Canadian Studies,Q4,S29397052
Anali Hrvatskog Politoloskog Drustva,Q3,
Artifact,Q2,S4210182550
Atenea,Q3,S4210188114
AtoZ,Q3,S2738360216
Biotechnology Law Report,Q4,S120213619
Brazilian Journal of Oral Sciences,Q4,S2764502577
"Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering",Q4,S4306505252
Change Over Time,Q2,S180246578
Chemical and Process Engineering - Inzynieria Chemiczna i Procesowa,Q4,
Chinese Journal of Endocrinology and Metabolism,Q4,S2764406895
Commagene Journal of Biology,Q4,S4210214590
Communications in Mathematical Analysis,Q4,S2764357185
Communitas,Q3,S4210178190
Cornell Journal of Law and Public Policy,Q3,S206286455
Criminologie,Q3,S4210169225
Dynamic Relationships Management Journal,Q4,S4210191098
Economic Alternatives,Q4,S2764709238
ESSACHESS - Journal for Communication Studies,Q2,S4306401392
European Public Law,Q3,S39250479
Filozofski Vestnik,Q2,S122087438
French History,Q2,S11977755
HIV Infection and Immunosuppressive Disorders,Q4,S4210232617
Hrvatska Revija Za Rehabilitacijska Istrazivanja,Q4,
Idesia,Q4,S4210190766
Indian Journal of Biotechnology,Q4,S7859640
Ingeniare,Q4,S4210222220
International Journal of Computing Science and Mathematics,Q4,S84141356
Iran and the Caucasus,Q2,S62848547
Iranian Journal of Pharmaceutical Sciences,Q3,S2764832614
Israel Law Review,Q3,S181618396
Jezik in Slovstvo,Q1,S4306514971
Journal of Biotech Research,Q4,S4210198804
Journal of Electronic Resources in Medical Libraries,Q3,S114754150
Journal of Historical Linguistics,Q3,S4210184662
Journal of Library and Information Studies,Q3,S4306513995
Journal of Popular Television,Q3,S4210171236
Journal of Research and Health,Q4,S15239247
Journal of Social Structure,Q3,S191413112
Journal of the American Pomological Society,Q4,S99339964
Korean Chemical Engineering Research,Q4,S4210210696
Malayan Nature Journal,Q4,
Malaysian Applied Biology,Q4,S4220651889
Malaysian Forester,Q4,S2764571671
Microwave Review,Q3,
Modern and Contemporary France,Q2,S190841178
Pakistan Journal of Scientific and Industrial Research Series B: Biological Sciences,Q4,
Philippine Agricultural Scientist,Q4,S69400576
Polish Annals of Medicine,Q4,S2764349020
"Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature",Q1,
Revista de Historia Moderna,Q2,S4210219934
Revista Espanola de Investigacion Criminologica,Q3,
Russian Journal of Pain,Q4,S4210226503
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,Q4,S4363605751
Sibirica,Q2,S4210173922
Slovo (Croatia),Q1,
"Sociologia, Problemas e Praticas",Q3,
South African Orthopaedic Journal,Q4,S2765016097
Style,Q1,S68389394
Symposion,Q3,S2739087403
Theological Studies,Q2,S52609742
Toxicology International,Q4,S70869226
Turk Noroloji Dergisi,Q4,
Turkish Historical Review,Q2,S185120338
WSEAS Transactions on Electronics,Q4,S4210201336
Wuhan University Journal of Natural Sciences,Q4,S91713211
Wulfenia,Q4,S82240309
African Economic History,Q2,S81146794
Agrociencia,Q4,S206277401
Antropologia Portuguesa,Q3,S4210173833
Applied Computer Science,Q4,S2764569393
Bahrain Medical Bulletin,Q4,S2764581947
British Journal of Medical Practitioners,Q4,S174995744
Bulgarian Chemical Communications,Q4,S165126029
Bulletin de la Societe de Pathologie Exotique,Q4,
Chinese Journal of Environmental Engineering,Q4,S2764699337
Chinese Journal of Obstetrics and Gynecology and Pediatrics,Q4,
Culture and History Digital Journal,Q2,S2764565310
Derrida Today,Q3,S4210182992
Disena,Q3,
Ecologia Mediterranea,Q4,S4210206189
Endocrinology (Switzerland),Q4,
"Environment, Space, Place",Q3,S4210190847
Environmental Engineering(Lithuania),Q4,
European Pharmaceutical Journal,Q4,S119477091
Frontiers in ICT,Q4,S2596175017
Global Trade and Customs Journal,Q3,S2764977819
History of Political Thought,Q2,S88864742
International Journal of Business,Q4,S38024979
